,idx,Review,Rating,Length
2321,2321,kidempowerment,1,1
2322,2322,fascinate unnerve examination,1,3
2323,2323,could easily call siege 3 alcatraz cinematic corpse never spring life,0,11
2324,2324,odoriferous thing,0,2
2325,2325,brilliantly write wellacted,1,3
2326,2326,gravity plummet,0,2
2327,2327,smart funny look arcane area popular culture,1,7
2328,2328,joy,1,1
2329,2329,wickedly fun watch,1,3
2330,2330,imagine glory pasts,0,3
2331,2331,deft,1,1
2332,2332,lowbudget affair tadpole shoot digital video image often look smeary blurry point distraction,0,13
2333,2333,nt passion material,0,3
2334,2334,thoughtprovoking,1,1
2335,2335,climax,1,1
2336,2336,scarily funny sorrowfully sympathetic damage survey,1,6
2337,2337,neil burger impressive fake documentary,1,5
2338,2338,look comic effect jealousy,1,4
2339,2339,tenderly observant character,1,3
2340,2340,dark delicate treatment,1,3
2341,2341,idea serious,0,2
2342,2342,brutal,0,1
2343,2343,sad aristocrat tattered finery,0,4
2344,2344,excessively quirky little underconfident delivery otherwise best old neighborhood project since christopher walken kinda romance cyndi lauper opportunists,1,18
2345,2345,classify hard resist,1,3
2346,2346,undisputed score direct hit,1,4
2347,2347,menace atmosphere,1,2
2348,2348,painful horrify oppressively tragic,0,4
2349,2349,perfect proud warrior still linger souls character,1,7
2350,2350,luminous interview amazingly evocative film three decades ago,1,8
2351,2351,usual bumble tonguetied screen persona,0,5
2352,2352,easy joke insult,0,3
2353,2353,quit however manage depress lead actor phone autobiographical performance,0,9
2354,2354,sincerely craft picture,1,3
2355,2355,might readily dismiss tiresome rant age filmmaker still thumb nose convention take surprise subtle turn midway point,0,17
2356,2356,long go,0,2
2357,2357,movie remarkably dull caine make much impression,0,7
2358,2358,visually stun rumination love memory history war art commerce,1,9
2359,2359,excuse get close bout time impossible care win,0,8
2360,2360,script take chance manage insult intelligence everyone audience,0,8
2361,2361,good start nothing react feel part grand locations think urgently protagonists struggle feel mercy inventiveness gasp visual delight,1,18
2362,2362,soderbergh like kubrick may touch planet skin understand work spirit,1,10
2363,2363,spontaneity execution,1,2
2364,2364,feel immediate latest news footage gaza heighten wellshaped dramas twice powerful,1,11
2365,2365,spiderman rock,1,2
2366,2366,lowbrow humor gratuitous violence,0,4
2367,2367,nt one film virtues,0,4
2368,2368,style adventure play like bad soap opera passable performances everyone cast,0,11
2369,2369,stir us well,1,3
2370,2370,nonbritney person might survive screen little harm do except maybe last 15 minutes maudlin afterschool special imagine,0,17
2371,2371,20th out show lot stamina vitality get madonna cameo nt suck,1,11
2372,2372,uneven film part,0,3
2373,2373,movie sink aby clichés depression bad alternative music,0,8
2374,2374,miracles,1,1
2375,2375,storytelling skills erode,0,3
2376,2376,shake clown much funnier film similar theme,1,7
2377,2377,others find humorseeking dollars best spend elsewhere,0,7
2378,2378,film corny examination young actress try find way,0,8
2379,2379,madonna one helluva singer,1,4
2380,2380,hoary dialogue flux accent,0,4
2381,2381,probably find fascinate,1,3
2382,2382,good ear,1,2
2383,2383,undistinguished rhythm,0,2
2384,2384,idea creation go,0,3
2385,2385,fascinate flaw look,1,3
2386,2386,spend years try comprehend,0,4
2387,2387,snore utter tripe,0,3
2388,2388,treat character weak strong fallible human be caricature,1,8
2389,2389,though go anyone see hunger cat people find little new tasty performance vincent gallo lift tale cannibal lust ordinary,1,19
2390,2390,gloss,1,1
2391,2391,hate madonna within film first five minutes lack skill presence regain grind,0,12
2392,2392,bitter italian comedy,0,3
2393,2393,banal dialogue,0,2
2394,2394,smarter offer horror genre,1,4
2395,2395,rarely stoop cheap manipulation corny conventions,1,6
2396,2396,optimism,1,1
2397,2397,term style movie class,1,4
2398,2398,tarantula helga,0,2
2399,2399,like highend john hughes comedy kind elder bueller time,1,9
2400,2400,quash whatever obscenity hand,0,4
2401,2401,wannabe comedy,0,2
2402,2402,afraid provoke introspection character audience,0,5
2403,2403,better videogamebased flick,1,3
2404,2404,little action almost suspense believable tension,0,6
2405,2405,blasphemous bad,0,2
2406,2406,woozy quality,0,2
2407,2407,nothing interest unfaithful,0,3
2408,2408,shed light,1,2
2409,2409,work well remarkably faithful one,1,5
2410,2410,want watch week live,1,4
2411,2411,onedimensional buffoons,0,2
2412,2412,without conclusion pay,0,3
2413,2413,tire one,0,2
2414,2414,see hippieturnedyuppie plot,0,3
2415,2415,big musical number like praise lord god second chance nt put,0,11
2416,2416,terror suggestion rather overuse special effect,1,6
2417,2417,patient tenacious,1,2
2418,2418,horrific movie experience since ca nt stop music,0,8
2419,2419,obviously,0,1
2420,2420,watch video home,0,3
2421,2421,movie load good intentions,1,4
2422,2422,occasional smile,1,2
2423,2423,age,1,1
2424,2424,bland surfacey way,0,3
2425,2425,nicholas nickleby find reduce circumstances,0,5
2426,2426,fit movie artificial soulless country bear owe genesis animatronic display disneyland,0,11
2427,2427,begin everyday live naval personnel san diego end scenes true heartbreaking tear well eye time,1,15
2428,2428,fit movie artificial soulless country bear owe genesis animatronic display disneyland,0,11
2429,2429,leave john sayles take developers chamber commerce tourism historical pageants commercialism movie without neglect character development even one minute,1,19
2430,2430,frighten war scenes,0,3
2431,2431,tremendous piece,1,2
2432,2432,must astronomically bad,0,3
2433,2433,movie fragmentary narrative style make piece story together frustrate difficult,0,10
2434,2434,go quickly,1,2
2435,2435,make difference,1,2
2436,2436,filmmakers find remarkable novel concept,1,5
2437,2437,three hours little story character development plenty room edit much shorter cut surely would result smoother focus narrative without sacrifice cultural intrigue,0,22
2438,2438,spotty,0,1
2439,2439,amid new populist comedies underscore importance family tradition familial community one would hardpressed find movie bigger fatter heart barbershop,1,19
2440,2440,performances often engage,1,3
2441,2441,see movie instead endless trailer,1,5
2442,2442,solid filmmaking,1,2
2443,2443,outstanding performance,1,2
2444,2444,super violent superserious superstupid,0,4
2445,2445,gorgeously strange movie heaven deeply concern morality refuse spell things viewers,1,11
2446,2446,perfect example,1,2
2447,2447,elaborate futuristic set particularly memorable effect,0,6
2448,2448,autopsy movie,0,2
2449,2449,exploitative,0,1
2450,2450,offer fine act moments,1,4
2451,2451,wacky screwball comedy,1,3
2452,2452,solid satisfy fare,1,3
2453,2453,nice harmless date film,1,4
2454,2454,overall entertain thoughtprovoking film simple message god love,1,8
2455,2455,2day old coke,0,3
2456,2456,combine enigmatic feature memento,1,4
2457,2457,ruin career,0,2
2458,2458,worldlywise funny,1,2
2459,2459,study,1,1
2460,2460,get buck greasy little vidgame pit theater lobby,0,8
2461,2461,nt offensive,0,2
2462,2462,pop nearly every corner country,1,5
2463,2463,worth yet another visit,1,4
2464,2464,friendly,1,1
2465,2465,deadly bore,0,2
2466,2466,would go back choose skip,0,5
2467,2467,bravery,1,1
2468,2468,energetic engage film never pretend something nt,1,7
2469,2469,many clever things,0,3
2470,2470,festival film would better stay festival circuit,0,7
2471,2471,come see former nymphette juliette lewis play saltoftheearth mommy name minnie watch slim travel incognito ridiculous wig respectable halloween costume shop would ever try sell,0,25
2472,2472,allow us find small human moments,1,6
2473,2473,desert,0,1
2474,2474,spontaneous creativity authentic cooperative interaction,1,5
2475,2475,miyazaki create vibrant colorful world almost impossible sweep away sheer beauty image,1,12
2476,2476,wellwritten occasionally challenge social drama,1,5
2477,2477,thoughtful unflinching examination alternative lifestyle,1,5
2478,2478,liberate,1,1
2479,2479,movie waver hallmark card sentimentality goofy lifeaffirming moments straight cellular phone commercial,0,12
2480,2480,gorgeous color palette,1,3
2481,2481,start spielberg go right rank players oncamera bring together,1,9
2482,2482,ballistic ecks vs sever also feature terrible banal dialogue convenient holeridden plot superficial character rather dull unimaginative car chase,0,19
2483,2483,older cad instruct younger lad zen art get lay prickly indie comedy manners misanthropy,1,14
2484,2484,mostly believable refreshingly lowkey quietly inspirational little sport,1,8
2485,2485,still manage least decent attempt meaningful cinema,1,7
2486,2486,believe movie mindless without peak things insipid,0,7
2487,2487,rest us sit dahmer two hours amount little punishment,0,9
2488,2488,gaunt silverhaired leonine harris bring tragic dimension savage fullbodied wit cunning age sandeman,1,13
2489,2489,distort reality people make movies watch,0,6
2490,2490,luridly graphic,0,2
2491,2491,clumsily stag violence overshadow everything include actors,0,7
2492,2492,throw back river,0,3
2493,2493,drab,0,1
2494,2494,almost,0,1
2495,2495,mike white deft combination serious subject matter dark funny humor make good girl film worth watch,1,16
2496,2496,still fun enjoyable aggressively silly,1,5
2497,2497,display original talent,1,3
2498,2498,mostly work humor warmth intelligence capture life interestingly live,1,9
2499,2499,might sort credible genderprovoking philosophy submerge hell care,0,8
2500,2500,good action good act good dialogue good pace good cinematography,1,10
2501,2501,moments intelligent subtlety,1,3
2502,2502,brim ideas,1,2
2503,2503,surround 86 minutes overlyfamiliar poorlyconstructed comedy,0,6
2504,2504,sensitive handle delicate subject matter,1,5
2505,2505,impressive talent,1,2
2506,2506,chill,0,1
2507,2507,full surprise,1,2
2508,2508,sweat,1,1
2509,2509,could nt help feel waste potential slapstick comedy,0,8
2510,2510,tiny little joke nary original idea,0,6
2511,2511,still quite goodnatured,1,3
2512,2512,rich color creativity,1,3
2513,2513,find audience,1,2
2514,2514,end surprisingly dull,0,3
2515,2515,feel like spectator participant,0,4
2516,2516,superficial,0,1
2517,2517,visual charm,1,2
2518,2518,filmmaking clumsy rush,0,3
2519,2519,watch movie,1,2
2520,2520,garcía bernal talancón immensely appeal couple,1,6
2521,2521,surprise us plot twist,1,4
2522,2522,ingenious fun,1,2
2523,2523,crass insult homage great film,0,5
2524,2524,recharge,1,1
2525,2525,rancorous curiosity,1,2
2526,2526,suspect bore watch morvern callar character,0,6
2527,2527,sexy funny touch,1,3
2528,2528,go face frighten late fee,0,5
2529,2529,surreal sense humor technological finish,1,5
2530,2530,engagingly,1,1
2531,2531,day concentrate elements reveal alienation among culture people sadly hostile odds one another recklessness retaliation,0,15
2532,2532,difficult audience take,0,3
2533,2533,putrid worth price match use burn every print film,0,9
2534,2534,ripoff,0,1
2535,2535,obvious copy,0,2
2536,2536,depict homosexual relationship mature frank fashion,1,6
2537,2537,funny charm quirky feature film act debut amy,1,8
2538,2538,care,1,1
2539,2539,lace,0,1
2540,2540,boozy selfindulgence bring worst otherwise talented actors,0,7
2541,2541,could rent movies instead let alone seek respectable new one,0,10
2542,2542,real movie,1,2
2543,2543,seem match power surround,1,4
2544,2544,please way metaphor,1,3
2545,2545,reasonably entertain sequel 1994 surprise family,1,6
2546,2546,pretty damn funny,1,3
2547,2547,flash little emotional resonance,0,4
2548,2548,like afterschool special costume gianni versace mad love look better feel,0,11
2549,2549,wild comedy could spring demented mind writer,1,7
2550,2550,wise wizened visitor faraway planet,1,5
2551,2551,bring together biggest name japanese anime impressive result,1,8
2552,2552,provoke introspection character audience,1,4
2553,2553,clooney debut accuse bite undisciplined,0,5
2554,2554,cast alist brit actors,1,4
2555,2555,22 powerful young actor,1,4
2556,2556,need playful respite grind refresh souls,1,6
2557,2557,total misfire,0,2
2558,2558,storytelling skills,1,2
2559,2559,range,1,1
2560,2560,least get something pretty damn close,1,6
2561,2561,therapydependent flakeball,0,2
2562,2562,distinguish mediocre one better film ability make subject interest nt part suppose target audience,1,14
2563,2563,scarier,0,1
2564,2564,entertain ultimately minor,1,3
2565,2565,lovely,1,1
2566,2566,vivid thoughtful unapologetically raw comingofage tale,1,6
2567,2567,woodland stream,1,2
2568,2568,unfortunately run 170,0,3
2569,2569,inspire,1,1
2570,2570,hero performances,1,2
2571,2571,blah,0,1
2572,2572,result somewhat satisfy,1,3
2573,2573,unlikeable,0,1
2574,2574,disappoint comparison recent war movies,0,5
2575,2575,spiderman deliver suspect might deliver,1,5
2576,2576,true delight,1,2
2577,2577,original fantasy film,1,3
2578,2578,scary slightest,0,2
2579,2579,take longer heal welt johnny knoxville stomach riotcontrol projectile torture psyche,0,11
2580,2580,make gangster 1 worthwhile moviegoing experience,1,6
2581,2581,yaya many secrets one book better,0,6
2582,2582,show great cinema really,1,4
2583,2583,seize george haplessness lucy personality tics,0,6
2584,2584,mr chabrol subtlest work,1,4
2585,2585,may ask buy movie milk tv cow free,0,8
2586,2586,holofcener deep uncompromising curtsy women know likely,1,7
2587,2587,goodlooking,1,1
2588,2588,nt give damn,0,3
2589,2589,do thousand time,0,3
2590,2590,artificiality,0,1
2591,2591,things world complex,1,3
2592,2592,think german film industry make delightful comedy center food,1,9
