,Rating,Review,Length
1377,4,never use micro sd card theyre lot smaller think smaller finger nail write 150 songs laptop minute write 750mb movie 3 minutes glad buy class 10 card agptek 10 tablet read instantly load mobilemate microsdusb reader work well,38
1378,4,cheap way expand memory phone buy 8 mp camera phone mean memory get use quickly also good quality card usually find sandisk products last least year break even longer keep device,31
1379,0,guess happy fail 1 month lose 1 months worth picture etc buy 3 card wife son wifes minor glitch go away reboot mine minor glitch morning expect reboot fix reboot cause motorola defy xt tell card blank need format laptop wont even recognize card put card reader couple hours look way fix find common specific cardedit happy sandisk call say compatibility issue class 10 card android phone verify phone one offer free replacement card would certain issue mine also attempt recovery items card reason buy sandisk first place recommend class 4 lower card phonei leave 1 star people aware compatibility issue severe2nd edit march 12 replacement card wasnt go susceptible type failure lose apps etc give card take phone turn device cannot count,123
1380,4,purchase ultra microsdhc class 10 card media player want replace 4gb cardwith one could store music like wide range music pick amon vacation travel airplane long distance think may buy muchthis card advertise waterproof temperature proof xray proof shock proof totake word go test itjust fun put 16gb microsdhc disc 30mbs read speed provide adapter use itin cheapo cheapo toshiba camileo hd movie camera even full high definition resolution of1080p30fps disc perform well stutter miss frame low lightconditions nice nice big file full hd resolution read onthis card ush1 enable mean fastest card available allegedly reachup bus interface speed 104 mbs electronic device use require courseif card reader device support speed transfer data usualspeed sort like say backward compatible dont expect blaze speed feeddata fasttransferring raw photos full hd digital film take lot time transfer hugefiles transfer ushi enable disc perfect purpose work ushiiwhich suppose allow 300mbs transfer talk instant gratification abouttherehere guide sd association regard class rat video applications class 2 sd video record class 4 6 highdefinition video hd full hd video record class 10 full hd video record consecutive record hd still uhs speed grade 1 realtime broadcast large hd video file uhs speed grade 3 4k video filesushi overkill media player probably price terrific deal get class 10ush1 enable card flexibility use variety electronic devices hmm onsecond think may keep card movie camera get another slower one mymedia playeras usual problems card work well adapter seem verytough construction 5 star little power house micro card,249
1381,4,work expect fast hop survive attach item buy meet end fly concrete wall android tablet attach suicidal oh well would recommend anyone fun,23
1382,0,atto speed rat 27mbsec write 28mbsec readthat barely make class 2 class 10 advertisedthis second time return slow card hope negative review help bring attention widespread problem,27
1383,4,conjunction meenova adapter nexus media importer make use extra storage media file music audiobooks movies two nexus model remove package copy video file laptop play nexus without problems delay,29
1384,4,arrive time exactly state good value amount storage fill music,10
1385,3,sandisk simply one best sdhc microsdhc memory card manufacturers use number yearsi experience zero failures reusable overalso adapters quite handy carry travel studiowould like see sdhc card 1 5 terabtye near future,32
1386,4,work fine thia card big slow phone little bite work fine,11
1387,4,love card want one retail price much find fair price use ever since first day arrive great buy need one,20
1388,3,sdxc also require new reader read sdxc want read computermost laptop since 2012 support model however older laptops sd slot cannot read cardit safe buy sdxc usb reader,28
1389,2,card seem work well devices try samsung galaxy s4 would continue unmount mount phone know issue galaxy s4 forums due possibly bad batch try reformat card phone pc computer didnt help finally call sandisk rma card take 2 weeks start finish new card hand new 64 gb card sandisk look slightly different still gray red however work great galaxy s4 hasnt unmounting issue past 3 weeksgood card pretty much everything else except new samsung galaxy s4 phone,77
1390,4,work like suppose galaxy s3 memory card 72 gb storage,10
1391,4,buy microsd card expand storage surface pro work seamlessly easy swap definitely worthwhile purchase,14
1392,4,fast card highest capacity currently buy microsd format probably fastest microsd size also,13
1393,4,work devices say 32 gig maxput one casio 141 mega pixelcamera say take 12800pictures,14
1394,4,memory card work well gopro record video without stutter sputter recommend buy,12
1395,4,good item work well phone intend buy later highly recommend type,11
